Datetime,CPU,Qu. Size,Qu. Delay (us),Batch Size
12:27:08,0,21.037371239534117,3.2744213738685723,21.037371239534117
12:27:09,0,0.2871451796174146,0.000905968521218241,0.2871451796174146
12:27:10,0,0.292022435174793,2.815443667965084e-07,0.292022435174793
12:27:11,0,0.28675892899992517,0.0009233016008037752,0.28675892899992517
12:27:12,0,0.2888598130138908,2.3073277705198428e-07,0.2888598130138908
12:27:13,0,0.29084432781347536,0.00020001865736899707,0.29084432781347536
12:27:14,0,0.29084145314317134,0.0003422468889899274,0.29084145314317134
12:27:15,0,0.2907825576186154,2.6697995505521335e-06,0.2907825576186154
12:27:16,0,0.29056711687868664,3.475555716288544e-05,0.29056711687868664
12:27:17,0,0.293291190133504,0.0019418685012431236,0.293291190133504
